dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,1,recruiter,"I'm doing well, thank you! How are you today?",Respond politely and reciprocate the inquiry
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,2,worker,"I am also good.  I am interested in a job with Facebook, any chance there are some openings?",Express interest in job opportunities at Facebook
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,3,recruiter,"We do have a few, what position would you be interested in?",Inquire about the specific position of interest
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,4,worker,"Manager, designer, or sales would all work",Indicate flexibility and interest in multiple roles
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,5,worker,"I am not as concerned about relocating, as long as it is not to Tokyo.",Clarify relocation preferences and constraints
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,6,recruiter,We do have quite a few positions as manager with Facebook. We also have quite a few good sales positions with apple. Would you be interested in any of those at all?,Provide information on available positions and seek further interest
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,7,worker,FB manager would be great,Express preference for the Facebook manager position
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,8,worker,"Can you offer Seoul, Beijing, or Sydney?",Inquire about specific location options for the job
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,9,recruiter,"I can certainly offer you Sydney, we have some positions there for Facebook manager",Confirm availability of a position in one of the requested locations
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,10,worker,"Ok, I have an offer",Indicate possession of a job offer
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,11,worker,You can counter if you like,Invite the recruiter to make a counteroffer
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,12,recruiter,As do I.,Indicate possession of a counteroffer
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,13,worker,"We are very close.  I could do a day less for more salary, or less salary to keep the 4 holidays",Propose negotiation terms regarding work schedule and salary
ji,91138ac8-1d6e-11e9-ae02-6c96cfdf0295,14,recruiter,Okay so what if we did 30/hr like you wanted for 3 weekly holidays,Make a specific counteroffer based on the worker's proposal
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,1,worker,hi,To acknowledge the greeting and reciprocate
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,2,worker,how about 19?,To propose a time or number for consideration
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,3,recruiter,I am going to propose something,To introduce a forthcoming proposal
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,4,recruiter,I think you will like it,To express confidence that the proposal will be well-received
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,5,worker,ok,To indicate readiness to listen or agree
ji,88dcc568-1d6e-11e9-b201-6c96cfdf0295,6,worker,30?,To propose an alternative time or number
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,0,recruiter,Hello.,Initiate conversation
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,1,recruiter,Am I speaking with a potential worker?,Confirm the identity of the person as a potential candidate
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,2,worker,"Hello, it is fairly important to me that I work as an engineer at Google.",Express desire to work as an engineer at Google
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,3,recruiter,We are looking to hire some designers and engineers.,Inform about available job positions
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,4,recruiter,I think we could work with that. Let me see what we have available.,Express willingness to consider the worker's interest and check availability
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,5,worker,okay,Acknowledge the recruiter's statement
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,6,recruiter,Could you be a Google Engineer in Toyko or Seoul?,Inquire about the worker's willingness to work in specific locations
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,7,worker,I love Japan! I will work 5 days a week if I have to,Express enthusiasm for working in Japan and willingness to work hard
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,8,recruiter,"Great! If that's the case, let's start here.",Express approval and readiness to proceed with the hiring process
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,9,recruiter,This is just a proposal. We can work on the finer details.,Clarify that the current offer is a starting point for negotiation
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,10,worker,"I was hoping for a $50/hr salary, however. You see, I have 40 years of work experience",State salary expectation and justify it with experience
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,11,recruiter,I understand. Let me get our top HR manager involved here.,Acknowledge the worker's request and involve higher authority for decision
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,12,worker,Ok,Agree to the recruiter's plan to involve HR
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,13,recruiter,We should be able to accommodate your salary requirements. Here is the new offer:,Assure the worker that salary requirements can be met
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,14,recruiter,This is the highest salary we offer for the position.,Clarify the salary offer as the maximum for the position
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,15,recruiter,This would be a great firm in Japan - you'll be working with top performers.,Highlight the benefits of working with the firm to persuade the worker
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,16,worker,"Positively fantastic, I can start right now!",Express excitement and readiness to start the job
ji,8c3a888a-1d6e-11e9-879f-6c96cfdf0295,17,recruiter,And we can increase your vacation holidays after your trial.,Offer additional benefits to further entice the worker
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,0,worker,hi there,To initiate the conversation
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,1,recruiter,Hi I'm Kevin.  nice to meet you,To introduce himself and establish a friendly tone
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,2,worker,"hi kevin, got anything as a designer?",To inquire about available designer positions
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,3,recruiter,What position do you want?,To seek clarification on the specific position the worker is interested in
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,4,worker,in seoul or sydney?,To specify preferred locations for the job
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,5,recruiter,yes.  amazon pays the best.  what company do you want?,To confirm availability in the specified locations and inquire about the worker's company preference
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,6,worker,how about this?,To propose or suggest a specific option or idea
ji,8e70e3f6-1d6e-11e9-8eab-6c96cfdf0295,7,recruiter,what do you think>,To solicit the worker's opinion or feedback on the proposed option
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,0,worker,"Hi I am interested in facebook,  engineer or sales",Express interest in job positions at Facebook
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,1,worker,are either position open?,Inquire about the availability of the positions
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,2,recruiter,"Yes, the sales position is open",Inform about the availability of the sales position
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,3,recruiter,IT  REQUIRES 6 DAYS A WEEK,Provide additional information about the job requirements
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,4,worker,great I'm flexible on Holiday,Express willingness to work on holidays
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,5,worker,but expect to be paid if I'm working so much,State expectation for compensation for extra work
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,6,recruiter,The only opening we have is beijing and Sydney,Inform about the location of the job openings
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,7,worker,Beijing would be best,Express preference for the Beijing location
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,8,worker,sorry meant to do sales.  does that work?,Clarify intention to apply for the sales position
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,9,worker,are you thinking it over?,Seek confirmation or response from the recruiter
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,10,recruiter,Great. This opening is currently starts at 41with a 5 day week,Provide details about the job offer
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,11,worker,ok that seems fair,Express agreement with the job offer details
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,12,worker,can you offer what you had in mind?,Request further details about the offer
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,13,recruiter,"just to confirm .. beijing , sales, facebook",Seek confirmation of the job details
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,14,worker,yes,Confirm the job details
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,15,recruiter,Would you be interested in sydney?,Inquire about interest in another location
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,16,worker,no Beijing is much better,Reiterate preference for Beijing
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,17,recruiter,"beijing, 41 hr",Confirm job details including location and pay
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,18,worker,yup i can do that,Agree to the job details
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,19,recruiter,we do have an opening for amazon,Inform about another job opening at Amazon
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,20,worker,no Amazon doesn't interest me,Express disinterest in the Amazon position
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,21,recruiter,Facebook it is,Confirm the decision to proceed with Facebook
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,22,recruiter,5 days a week,Reiterate the work schedule
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,23,worker,ok 5 is fine,Agree to the work schedule
ji,902a9386-1d6e-11e9-8087-6c96cfdf0295,24,worker,do we have a deal?,Seek final confirmation of the job agreement
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,0,worker,I'm looking for a sales job at Facebook.,Expressing interest in a sales job at Facebook
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,1,recruiter,I need a manager at Google,Informing the worker about a managerial position available at Google
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,2,worker,Do you have sales at Google?,Inquiring about the availability of sales positions at Google
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,3,recruiter,I do but Manager is more needed across the baord,Confirming the availability of sales positions at Google but emphasizing the need for managers
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,4,worker,Or a manager at Facebook?,Inquiring about the availability of a managerial position at Facebook
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,5,recruiter,manager at Facebook is available but for lower pay,Informing the worker about the availability of a managerial position at Facebook with lower pay
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,6,recruiter,how about tokyo,Proposing a job opportunity in Tokyo
ji,94b1d54a-1d6e-11e9-999f-6c96cfdf0295,7,worker,sounds good.,Expressing agreement or interest in the opportunity in Tokyo
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,0,recruiter,hi,Initiate conversation
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,1,worker,"Hi, how are you?",Engage in polite social interaction
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,2,recruiter,im great and yourself,Respond politely and inquire about the worker's well-being
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,3,worker,I'm well! I'm looking for a high paid position and the location isn't very important.,Express desire for a high-paid position and indicate flexibility on location
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,4,worker,Let me know how this works for you.,Seek feedback on their job preferences
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,5,recruiter,ok let see,Indicate willingness to consider the worker's preferences
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,6,worker,Let me know what should be adjusted or make a counter proposal.,Encourage the recruiter to suggest adjustments or make a counterproposal
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,7,recruiter,ok hold on,Request time to consider the proposal
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,8,recruiter,how about this,Present a counterproposal
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,9,worker,An extra holiday day?,Seek clarification on the counterproposal
ji,8f8038d2-1d6e-11e9-aaf7-6c96cfdf0295,10,recruiter,yes this works,Confirm agreement with the worker's suggestion
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,0,worker,hi,initiate conversation
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,1,worker,i would like to work at apple,express desire to work at Apple
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,2,recruiter,let me see,indicate willingness to assist
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,3,recruiter,does sales work?,clarify job role preference
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,4,recruiter,at apple?,confirm company of interest
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,5,worker,sure,agree to the proposed job role
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,6,recruiter,perfect,acknowledge agreement
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,7,recruiter,where would you like to be located?,inquire about preferred job location
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,8,recruiter,everywhere but Sydney is hiring,provide information on available locations
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,9,worker,seoul is ok?,express preference for Seoul
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,10,recruiter,absolutely!,confirm availability of Seoul
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,11,recruiter,how about holidays?,inquire about holiday preferences
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,12,worker,4? 5?,suggest possible holiday options
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,13,recruiter,"I can do 4 with a lower salary, or 3 with a higher salary",offer options based on holiday preferences and salary
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,14,recruiter,5 is tough for me.,express difficulty with one of the options
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,15,recruiter,let's try this,propose a solution
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,16,recruiter,does this work?,seek confirmation on the proposed solution
ji,9171656c-1d6e-11e9-9237-6c96cfdf0295,17,worker,sure,agree to the proposed solution
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,0,recruiter,Hello!,Initiate conversation
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,1,worker,hello,Respond to greeting
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,2,worker,looking for work in sydney or tokyo,Express desire to find work in specific locations
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,3,recruiter,Sydney is better,Provide opinion or suggestion on location
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,4,worker,ok sounds good,Agree with recruiter's suggestion
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,5,worker,want to be a manager at google,Express career goal or aspiration
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,6,recruiter,Yes that works out well,Affirm worker's career goal as feasible
ji,93827224-1d6e-11e9-bab2-6c96cfdf0295,7,recruiter,How about this?,Introduce a proposal or suggestion
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,0,recruiter,"Hi, can I help you find a job",To offer assistance in finding a job
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,1,worker,Hello. I would like either a manager job at Facebook or Apple and 4 days a week holiday.,To express specific job preferences and conditions
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,2,recruiter,"I can help you with that, do you mind working in Seoul or Tokyo?",To inquire about the worker's location preferences
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,3,worker,I would prefer to work in Seoul.,To state a preference for working in Seoul
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,4,recruiter,"Yes, I do see we have an opening, any salary preferences?",To confirm job availability and inquire about salary expectations
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,5,worker,I am open to your salary offer.,To show flexibility regarding salary
ji,91d5af86-1d6e-11e9-b39c-6c96cfdf0295,0,worker,hello,greet the recruiter
ji,91d5af86-1d6e-11e9-b39c-6c96cfdf0295,1,recruiter,"hi, position is really important to me",express the importance of the position to them
ji,91d5af86-1d6e-11e9-b39c-6c96cfdf0295,2,worker,can I work at Apple?  I am the worker,inquire about the possibility of working at Apple and identify themselves
ji,91d5af86-1d6e-11e9-b39c-6c96cfdf0295,3,recruiter,apple designer?,clarify if the worker is interested in a designer position at Apple
